Index  Temperature[C]  Zr[at%]         Nb[at%]         Mo[at%]         Cr[at%]         Al[at%]         Ti[at%]         Ta[at%]         W[at%]          Time[h]         MassChange[mg.cm2](Real) MassChange[mg.cm2](Predicted)
208    1200.00000      0.00000         0.00000         22.50000        22.50000        22.50000        22.50000        10.00000        0.00000         11.49382        6.19925                6.68921               
209    1200.00000      0.00000         0.00000         23.75000        23.75000        5.00000         23.75000        23.75000        0.00000         13.49570        4.32373                4.62715               
210    800.00000       0.00000         45.00000        0.00000         0.00000         10.00000        30.00000        15.00000        0.00000         20.00000        7.24437                7.46051               
211    1200.00000      0.00000         50.00000        0.00000         50.00000        0.00000         0.00000         0.00000         0.00000         15.49550        11.80395               12.26682              
212    800.00000       0.00000         45.00000        0.00000         0.00000         10.00000        30.00000        15.00000        0.00000         15.00000        6.42020                6.64000               
213    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         20.44950        0.43163                0.77707               
214    1000.00000      18.50000        21.80000        10.00000        18.40000        0.00000         19.40000        11.90000        0.00000         98.54855        116.02776              117.61413             
215    1000.00000      18.50000        21.80000        10.00000        18.40000        0.00000         19.40000        11.90000        0.00000         34.48448        65.44761               66.37786              
216    1000.00000      18.50000        21.80000        10.00000        18.40000        0.00000         19.40000        11.90000        0.00000         49.49950        80.88674               82.09665              
217    1000.00000      18.50000        21.80000        10.00000        18.40000        0.00000         19.40000        11.90000        0.00000         90.54054        111.29562              112.89667             
218    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         20.74893        0.27810                0.56781               
219    1200.00000      30.90000        34.20000        0.00000         0.00000         0.00000         0.00000         34.40000        0.00000         18.49850        217.60393              219.54002             
220    800.00000       0.00000         40.00000        0.00000         10.00000        0.00000         40.00000        10.00000        0.00000         2.00000         0.75139                1.33000               
221    1200.00000      0.00000         0.00000         0.00000         11.90000        0.00000         37.20000        50.90000        0.00000         21.50150        112.46069              112.86918             
222    1000.00000      0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         0.00000         11.49149        4.16766                4.22659               
223    800.00000       0.00000         40.00000        0.00000         10.00000        0.00000         40.00000        10.00000        0.00000         0.49049         0.23190                0.62850               
224    1200.00000      0.00000         33.70000        0.00000         32.40000        0.00000         33.90000        0.00000         0.00000         24.00000        17.84161               19.20000              
225    1200.00000      0.00000         0.00000         0.00000         31.00000        0.00000         22.50000        46.50000        0.00000         14.49850        144.78215              146.22810             
226    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         4.75637         1.96317                2.10972               
227    1200.00000      0.00000         0.00000         0.00000         31.00000        0.00000         22.50000        46.50000        0.00000         23.49550        159.43294              160.78923             
228    1000.00000      18.50000        21.80000        10.00000        18.40000        0.00000         19.40000        11.90000        0.00000         25.47548        53.74777               54.95227              
229    1100.00000      0.00000         20.00000        20.00000        20.00000        20.00000        20.00000        0.00000         0.00000         11.48348        3.57221                3.70040               
230    1200.00000      0.00000         0.00000         0.00000         80.00000        0.00000         0.00000         20.00000        0.00000         2.49311         5.31090                5.99216               
231    1200.00000      0.00000         33.60000        0.00000         0.00000         0.00000         32.30000        34.10000        0.00000         36.51652        308.45087              310.28967             
232    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         10.75023        2.26347                2.05275               
233    1200.00000      0.00000         0.00000         21.25000        21.25000        21.25000        21.25000        15.00000        0.00000         5.49788         1.95422                1.18710               
234    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        0.00000         25.00000        0.00000         20.50158        0.47480                0.59853               
235    1100.00000      0.00000         0.00000         20.00000        20.00000        20.00000        20.00000        20.00000        0.00000         41.51351        2.60399                2.79655               
236    1200.00000      0.00000         0.00000         0.00000         37.90000        0.00000         12.20000        49.90000        0.00000         9.50150         10.91619               11.06122              
237    1200.00000      0.00000         33.70000        0.00000         32.40000        0.00000         33.90000        0.00000         0.00000         10.49850        13.41677               14.06590              
238    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         5.64247         1.86304                1.95980               
239    1000.00000      18.50000        21.80000        10.00000        18.40000        0.00000         19.40000        11.90000        0.00000         37.48749        68.80896               69.81190              
240    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        0.00000         25.00000        0.00000         23.48308        0.33216                0.40626               
241    1000.00000      0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         0.00000         30.48083        15.86239               16.40843              
242    1200.00000      0.00000         0.00000         0.00000         80.00000        0.00000         0.00000         20.00000        0.00000         6.49911         9.23134                9.62852               
243    1000.00000      0.00000         20.00000        20.00000        20.00000        20.00000        20.00000        0.00000         0.00000         28.50350        5.06310                5.28515               
244    800.00000       0.00000         40.00000        0.00000         10.00000        0.00000         40.00000        10.00000        0.00000         1.48185         0.55310                1.15858               
245    1200.00000      0.00000         0.00000         22.50000        22.50000        10.00000        22.50000        22.50000        0.00000         10.00000        2.97201                3.09818               
246    1000.00000      0.00000         20.00000        20.00000        20.00000        20.00000        20.00000        0.00000         0.00000         7.48248         1.14504                1.19311               
247    800.00000       0.00000         40.00000        0.00000         10.00000        0.00000         40.00000        10.00000        0.00000         15.49559        4.02724                3.92912               
248    1100.00000      0.00000         20.00000        20.00000        20.00000        20.00000        20.00000        0.00000         0.00000         40.00000        7.64689                7.84658               
249    1000.00000      18.50000        21.80000        10.00000        18.40000        0.00000         19.40000        11.90000        0.00000         60.51051        90.43861               91.75236              
250    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         17.25307        0.59661                0.75858               
251    1100.00000      0.00000         0.00000         20.00000        20.00000        20.00000        20.00000        20.00000        0.00000         14.51051        1.68204                1.81031               
252    1000.00000      0.00000         0.00000         20.00000        20.00000        20.00000        20.00000        0.00000         20.00000        23.50350        6.65928                6.81877               
253    1200.00000      30.90000        34.20000        0.00000         0.00000         0.00000         0.00000         34.40000        0.00000         5.50150         171.51143              175.55200             
254    1000.00000      0.00000         25.00000        25.00000        0.00000         0.00000         0.00000         25.00000        25.00000        3.00000         30.76425               30.80000              
255    1200.00000      0.00000         33.60000        0.00000         0.00000         0.00000         32.30000        34.10000        0.00000         25.51351        257.70514              258.79092             
256    800.00000       0.00000         45.00000        0.00000         0.00000         10.00000        30.00000        15.00000        0.00000         18.50851        7.00563                7.19043               
257    1200.00000      0.00000         0.00000         23.75000        23.75000        23.75000        23.75000        5.00000         0.00000         3.49488         2.15368                2.83708               
258    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         16.15263        0.25564                0.36805               
259    1200.00000      0.00000         0.00000         25.00000        25.00000        25.00000        25.00000        0.00000         0.00000         3.54270         2.30264                2.26188               
